"day","price_usd","participants","active_participants","announced","open","funded","operating","matured_closed","reserves_cclx","fees_cclx","protocol_retained_fees_cclx","fees_indicative_usd","protocol_retained_value_usd","modeled_costs_usd","net_protocol_result_usd","deposit_volume_cclx","withdrawal_volume_cclx","migration_volume_cclx","rejected","p95_slippage","accounting_residual_cclx"
"116","0.275","300","300","0","3","0","0","0","5538889.3137328895","86.75277790812069","65.06458343109053","23.857013924733202","17.892760443549896","0","17.892760443549896","40381.954633588786","1408.7055338572245","792.0707352558188","0","0.000001373447813812767","-1.862645149230957e-9"
"117","0.275","300","300","0","3","0","0","0","5539379.329547673","87.88444764399522","65.91333573299642","24.168223102098697","18.126167326574016","0","18.126167326574016","40910.40842874453","1446.0866066387389","792.0707352558188","0","0.000009020058172914956","-1.862645149230957e-9"
"118","0.275","300","300","0","3","0","0","0","5539379.239929152","87.9740661657987","65.98054962434904","24.192868195594656","18.14465114669599","0","18.14465114669599","40910.40842874453","1446.0866066387389","814.4529386491813","0","0.0000010753273582686518","-9.313225746154785e-10"
"119","0.275","300","300","0","3","0","0","0","5539497.264345352","88.3585408248997","66.26890561867478","24.298598726847434","18.223949045135566","0","18.223949045135566","41034.89462226217","1452.176088260021","845.2529041660773","1","0.0000029639605427345115","-2.7939677238464355e-9"
"120","0.275","300","300","0","0","0","3","0","5539497.199803799","88.42308237798792","66.31731178349094","24.316347653946693","18.23726074046001","0","18.23726074046001","41034.89462226217","1452.176088260021","861.3721408983181","0","7.744270142939769e-7","-1.862645149230957e-9"
"121","0.275","300","300","0","0","0","3","0","5539497.199803799","88.42308237798792","66.31731178349094","24.316347653946693","18.23726074046001","0","18.23726074046001","41034.89462226217","1452.176088260021","861.3721408983181","0","0","-1.862645149230957e-9"
"122","0.275","300","300","0","0","0","3","0","5539497.046519501","88.57636667645934","66.43227500734451","24.358500836026327","18.268875627019742","0","18.268875627019742","41034.89462226217","1452.176088260021","899.6548560821192","0","0.000002560021845599003","-1.862645149230957e-9"
"123","0.275","300","300","0","0","0","3","0","5539655.275616899","88.94538410251015","66.70903807688262","24.4599806281903","18.34498547114272","0","18.34498547114272","41193.49273708693","1452.176088260021","912.5971869150709","0","0.000004292238448050378","-1.862645149230957e-9"
"124","0.275","300","300","0","0","0","3","0","5539743.759097187","89.20459233960047","66.90344425470035","24.531262893390135","18.398447170042598","0","18.398447170042598","41302.64568945562","1472.627254436491","912.5971869150709","0","0.000005060583272659125","-1.862645149230957e-9"
"125","0.275","300","300","0","0","0","3","0","5539901.210454432","89.65815262371191","67.24361446778394","24.65599197152078","18.491993978640586","0","18.491993978640586","41489.43271433246","1501.5672417578753","918.1182197467938","0","0.000013013755739899045","-1.862645149230957e-9"
"126","0.275","300","300","0","0","0","3","0","5539982.609392985","89.82127674906752","67.36595756180064","24.70085110599357","18.525638329495177","0","18.525638329495177","41570.994777010266","1501.5672417578753","918.1182197467938","0","0.0000031126230447209303","-1.862645149230957e-9"
"127","0.275","300","300","0","0","0","3","0","5540587.934890295","91.03435389798553","68.27576542348913","25.03444732194602","18.775835491459514","0","18.775835491459514","42177.53335146926","1501.5672417578753","918.1182197467938","0","0.00004277926235281004","-1.862645149230957e-9"
"128","0.275","300","300","0","0","0","3","0","5540614.441275106","91.08747290562245","68.31560467921683","25.049055049046174","18.78679128678463","0","18.78679128678463","42204.09285528772","1501.5672417578753","918.1182197467938","0","0.0000020426703539744295","-2.7939677238464355e-9"
"129","0.275","300","300","0","0","0","3","0","5540940.225589292","91.74034728275018","68.80526046206263","25.228595502756303","18.921446627067226","0","18.921446627067226","42530.53004385159","1501.5672417578753","918.1182197467938","0","0.000009191071759895308","-1.862645149230957e-9"
"130","0.275","300","300","0","0","0","3","0","5541663.4428218445","93.18968041411642","69.89226031058732","25.627162113882022","19.220371585411513","0","19.220371585411513","43255.19660953472","1501.5672417578753","918.1182197467938","0","0.000014799819064759134","-1.862645149230957e-9"
"131","0.275","300","300","0","0","0","3","0","5541899.921688876","93.67673207744018","70.25754905808013","25.761101321296053","19.320825990972036","0","19.320825990972036","43495.43920147342","1504.8504814810585","918.1182197467938","0","0.000005883815523166634","-1.862645149230957e-9"
"132","0.275","300","300","0","0","0","3","0","5541997.523990321","93.87232787191915","70.40424590393937","25.81489016477777","19.361167623583327","0","19.361167623583327","43593.2370987129","1504.8504814810585","918.1182197467938","0","0.0000033573567150169127","-2.7939677238464355e-9"
"133","0.275","300","300","0","0","0","3","0","5542214.407933211","94.43464544315725","70.82598408236794","25.96952749686825","19.477145622651186","0","19.477145622651186","43810.68335917494","1504.8504814810585","949.9425941745743","0","0.000008752044166371319","-2.7939677238464355e-9"
"134","0.275","300","300","0","0","0","3","0","5542517.010601408","95.04106361589598","71.28079771192198","26.136292494371396","19.602219370778545","0","19.602219370778545","44113.892445544305","1504.8504814810585","949.9425941745743","0","0.000013391935080497853","-2.7939677238464355e-9"
"135","0.275","300","300","0","0","0","3","0","5542517.010601408","95.04106361589598","71.28079771192198","26.136292494371396","19.602219370778545","0","19.602219370778545","44113.892445544305","1504.8504814810585","949.9425941745743","0","0","-2.7939677238464355e-9"
"136","0.275","300","300","0","0","0","3","0","5542574.497980857","95.34014619567999","71.50510964675999","26.218540203812005","19.663905152858998","0","19.663905152858998","44181.58977341014","1514.781208772678","985.8632189318763","0","0.000003202816444214385","-1.862645149230957e-9"
"137","0.275","300","300","0","0","0","3","0","5543662.516297231","97.52054362328406","73.14040771746303","26.818149496403123","20.113612122302335","0","20.113612122302335","45271.788487212165","1514.781208772678","985.8632189318763","1","0.00004277934631142788","-1.862645149230957e-9"
"138","0.275","300","300","0","0","0","3","0","5543720.991721526","97.78314844773476","73.33736133580106","26.89036582312707","20.167774367345295","0","20.167774367345295","45366.77238937407","1551.0997188361362","985.8632189318763","0","0.0000029867252879345328","-1.862645149230957e-9"
"139","0.275","300","300","0","0","0","3","0","5543766.9387268815","99.81717152981659","74.86287864736244","27.449722170699577","20.587291628024673","0","20.587291628024673","45414.75341781221","1551.0997188361362","1469.8934749767093","0","0.00003561502275616357","-2.7939677238464355e-9"
"140","0.275","300","300","0","0","0","3","0","5543766.9387268815","99.81717152981659","74.86287864736244","27.449722170699577","20.587291628024673","0","20.587291628024673","45414.75341781221","1551.0997188361362","1469.8934749767093","0","0","-2.7939677238464355e-9"
"141","0.275","300","300","0","0","0","3","0","5543811.39124884","99.90625474015394","74.92969105511546","27.474220053542346","20.60566504015675","0","20.60566504015675","45459.29502298088","1551.0997188361362","1469.8934749767093","0","0.00000213884510325002","-1.862645149230957e-9"
"142","0.275","300","300","0","0","0","3","0","5543978.972094038","100.46556262519464","75.34917196889597","27.628029721928534","20.721022291446396","0","20.721022291446396","45665.59804668777","1589.3390681585297","1487.431686364135","0","0.000013612033885246339","-3.725290298461914e-9"
"143","0.275","300","300","0","0","0","3","0","5544869.010587124","102.24920689991615","76.68690517493711","28.11853189747695","21.088898923107706","0","21.088898923107706","46557.420184048526","1589.3390681585297","1487.431686364135","0","0.00003582992839461507","-2.7939677238464355e-9"
"144","0.275","300","300","0","0","0","3","0","5544868.893007924","102.366786101078","76.77508957580851","28.15086617779646","21.11314963334734","0","21.11314963334734","46557.420184048526","1589.3390681585297","1516.797062430085","0","0.0000013932497776480978","-1.862645149230957e-9"
"145","0.275","300","300","0","0","0","3","0","5545028.31772415","102.73489173795862","77.05116880346897","28.252095227938625","21.18907142095397","0","21.18907142095397","46718.96137985371","1591.0909458554816","1527.166544636438","0","0.00000803779666882498","-2.7939677238464355e-9"
"146","0.275","300","300","0","0","0","3","0","5544964.852755709","103.38545337411296","77.53909003058472","28.43099967788107","21.3232497584108","0","21.3232497584108","46850.00034363551","1785.332800150849","1527.166544636438","0","0.000008650853317948569","-2.7939677238464355e-9"
"147","0.275","300","300","0","0","0","3","0","5544960.736505569","103.39368587439088","77.54526440579316","28.4332636154575","21.324947711593122","0","21.324947711593122","46850.00034363551","1789.4490502898116","1527.166544636438","0","3.1708693415399836e-7","-2.7939677238464355e-9"
"148","0.275","300","300","0","0","0","3","0","5545024.685176972","103.52183952449624","77.64137964337218","28.468505869236473","21.35137940192735","0","21.35137940192735","46914.07716868819","1789.4490502898116","1527.166544636438","0","0.000001244758307783478","-1.862645149230957e-9"
"149","0.275","300","300","0","0","0","3","0","5545181.573377921","104.3499981780953","78.26249863357147","28.69624949897622","21.522187124232154","0","21.522187124232154","47071.79352829059","1789.4490502898116","1655.2197184416175","0","0.000009265366284783027","-1.862645149230957e-9"
"150","0.275","300","300","0","0","0","3","0","5545181.390555996","104.5328201030693","78.39961507730197","28.746525528344065","21.559894146258046","0","21.559894146258046","47071.79352829059","1789.4490502898116","1700.8794484526393","0","0.0000035244174545479012","-1.862645149230957e-9"
"151","0.275","300","300","0","0","0","3","0","5545164.197319048","104.56720657696482","78.42540493272361","28.755981808665332","21.566986356498994","0","21.566986356498994","47071.79352829059","1806.6422872375697","1700.8794484526393","0","8.272449202317844e-7","-1.862645149230957e-9"
"152","0.275","300","300","0","0","0","3","0","5545418.399533291","105.07662985200082","78.80747238900061","28.896073209300233","21.67205490697517","0","21.67205490697517","47326.505165808594","1806.6422872375697","1700.8794484526393","0","0.000006039099153476446","-1.862645149230957e-9"
"153","0.275","300","300","0","0","0","3","0","5545515.445107855","105.37275124434919","79.0295634332619","28.97750659219604","21.733129944147024","0","21.733129944147024","47423.84686176429","1806.6422872375697","1726.213563676895","0","0.000004679557117459597","-1.862645149230957e-9"
"154","0.275","300","300","0","0","0","3","0","5545515.319116719","105.49874238041708","79.12405678531282","29.012154154614713","21.759115615961026","0","21.759115615961026","47423.84686176429","1806.6422872375697","1757.6798183805402","0","0.0000013026706154384281","-1.862645149230957e-9"
"155","0.275","300","300","0","0","0","3","0","5545644.344254833","105.77817623216966","79.33363217412723","29.088998463846668","21.81674884788499","0","21.81674884788499","47553.151433730294","1806.6422872375697","1762.8807839473327","0","0.000003992316930556683","-2.7939677238464355e-9"
"156","0.275","300","300","0","0","0","3","0","5545722.124970196","105.96104541932107","79.4707840644908","29.139287490313308","21.85446561773497","0","21.85446561773497","47631.11501827941","1806.6422872375697","1769.609546213868","0","0.000005710221361243662","-1.862645149230957e-9"
"157","0.275","300","300","0","0","0","3","0","5545721.976774593","106.10924102240558","79.58193076680419","29.180041281161547","21.885030960871156","0","21.885030960871156","47631.11501827941","1806.6422872375697","1806.6213609982362","0","0.0000026046268023383054","-9.313225746154785e-10"
"158","0.275","300","300","0","0","0","3","0","5545875.400495434","106.55590812658896","79.91693109494172","29.302874734811976","21.977156051108974","0","21.977156051108974","47819.68222194976","1841.4086356589105","1806.6213609982362","0","0.000004267227478327306","-9.313225746154785e-10"
"159","0.275","300","300","0","0","0","3","0","5545990.852773615","106.7872754175329","80.09045656314967","29.366500739821557","22.024875554866163","0","22.024875554866163","47935.36586742173","1841.4086356589105","1806.6213609982362","0","0.000005554921673089908","-9.313225746154785e-10"
"160","0.275","300","300","0","0","0","3","0","5546238.910840291","107.41265751801862","80.55949313851397","29.538480817455138","22.153860613091343","0","22.153860613091343","48184.04931619734","1841.4086356589105","1838.5931258952935","0","0.000003870360845470432","-9.313225746154785e-10"
"161","0.275","300","300","0","0","0","3","0","5546265.3515404975","107.46564489318388","80.59923366988791","29.553052345625584","22.164789259219177","0","22.164789259219177","48210.54300377997","1841.4086356589105","1838.5931258952935","0","0.0000012721207389709832","-1.862645149230957e-9"
"162","0.275","300","300","0","0","0","3","0","5546398.005255876","107.78451748236499","80.83838811177374","29.64074230765039","22.23055673073778","0","22.23055673073778","48343.51559174793","1841.4086356589105","1851.8117341081827","0","0.0000023055236498592534","-2.7939677238464355e-9"
"163","0.275","300","300","0","0","0","3","0","5545817.135060066","109.20992463116725","81.90744347337544","30.03272927357101","22.52454695517825","0","22.52454695517825","48405.44662976991","2484.0697846401017","1855.8633680537055","0","0.000025612990454126895","-1.862645149230957e-9"
"164","0.275","300","300","0","0","0","3","0","5546335.224116984","110.2481792542493","82.68613444068697","30.31824929491857","22.73868697118892","0","22.73868697118892","48924.573941310926","2484.0697846401017","1855.8633680537055","0","0.000024928694589698708","-1.862645149230957e-9"
"165","0.275","300","300","0","0","0","3","0","5546335.224116984","110.2481792542493","82.68613444068697","30.31824929491857","22.73868697118892","0","22.73868697118892","48924.573941310926","2484.0697846401017","1855.8633680537055","0","0","-1.862645149230957e-9"
"166","0.275","300","300","0","0","0","3","0","5546228.056312526","110.56431341923918","82.92323506442939","30.405186190290788","22.803889642718083","0","22.803889642718083","48937.95525804442","2604.543719536625","1867.9571654527028","0","0.000008410358219057555","-1.862645149230957e-9"
"167","0.275","300","300","0","0","0","3","0","5548112.48895817","114.4102363313437","85.80767724850777","31.462814991119522","23.59711124333964","0","23.59711124333964","50826.23382659989","2604.543719536625","1885.2812503985388","0","0.00006797511192826453","-9.313225746154785e-10"
"168","0.275","300","300","0","0","0","3","0","5548112.384753475","114.51444102653917","85.88583076990439","31.491471282298285","23.61860346172371","0","23.61860346172371","50826.23382659989","2604.543719536625","1911.3063469463616","0","0.0000012549514136650508","-9.313225746154785e-10"
"169","0.275","300","300","0","0","0","3","0","5548176.191332532","114.64230992244657","85.98173244183494","31.52663522867282","23.64497642150461","0","23.64497642150461","50890.168274553595","2604.543719536625","1911.3063469463616","0","0.0000034051581273231154","-9.313225746154785e-10"
"170","0.275","300","300","0","0","0","3","0","5548394.223477049","115.07924808781063","86.30943606585798","31.646793224147935","23.735094918110946","0","23.735094918110946","51108.63735723562","2604.543719536625","1911.3063469463616","0","0.000009658348479679723","-1.862645149230957e-9"
"171","0.275","300","300","0","0","0","3","0","5548541.576976442","115.6294229739984","86.7220672304988","31.79809131784957","23.84856848838717","0","23.84856848838717","51288.84572782133","2636.9131547135767","1942.529879507198","0","0.000012000064638828519","-1.862645149230957e-9"
"172","0.275","300","300","0","0","0","3","0","5549574.996316748","117.77528898023796","88.33146673517848","32.38820446956546","24.291153352174085","0","24.291153352174085","52324.41093413342","2636.9131547135767","1961.195075310046","0","0.00006931078541188017","-9.313225746154785e-10"
"173","0.275","300","300","0","0","0","3","0","5549678.782200325","117.99931666733178","88.49948750049884","32.44981208351626","24.337359062637184","0","24.337359062637184","52432.41880556687","2640.919126827037","1961.195075310046","0","0.000003405394097288905","-9.313225746154785e-10"
"174","0.275","300","300","0","0","0","3","0","5550513.348860132","119.94951190218147","89.96213392663611","32.98611577309992","24.739586829824933","0","24.739586829824933","53338.15668205877","2710.2788677599747","1961.195075310046","0","0.000019089313910436442","-9.313225746154785e-10"
"175","0.275","300","300","0","0","0","3","0","5550642.323230481","120.20797757422538","90.15598318066904","33.05719383291199","24.792895374683987","0","24.792895374683987","53467.38951808072","2710.2788677599747","1961.195075310046","0","0.0000022654604272309697","-9.313225746154785e-10"
"176","0.275","300","300","0","0","0","3","0","5550773.116006857","120.47008734652353","90.35256550989264","33.12927402029398","24.84695551522048","0","24.84695551522048","53598.44440422979","2710.2788677599747","1961.195075310046","0","0.000003688770712884093","-1.862645149230957e-9"
"177","0.275","300","300","0","0","0","3","0","5550730.920735037","120.55447789016598","90.41585841762449","33.15248141979565","24.864361064846737","0","24.864361064846737","53598.44440422979","2752.4741395812016","1961.195075310046","0","9.647061894380026e-7","-9.313225746154785e-10"
"178","0.275","300","300","0","0","0","3","0","5550874.147082525","120.88914946916076","90.66686210187058","33.244516104019205","24.933387078014412","0","24.933387078014412","53753.88090922817","2764.3734240802005","1961.195075310046","0","0.000005643214600414836","-1.862645149230957e-9"
"179","0.275","300","300","0","0","0","3","0","5550931.813607681","121.04807136383619","90.78605352287715","33.28821962505495","24.96616471879122","0","24.96616471879122","53811.70635627708","2764.3734240802005","1972.0019968757285","0","0.0000015878786198575412","-9.313225746154785e-10"
"180","0.275","300","300","0","0","0","3","0","5551655.399324342","122.53507289877113","91.90130467407836","33.69714504716205","25.27285878537155","0","25.27285878537155","54536.779074474034","2764.3734240802005","1981.2067982631052","0","0.000015902200597139862","-1.862645149230957e-9"
